"Current time"	2020/01/22 15:05:23
#0005694	2020/06/04 05:30:25	15.46	 1.21539	0.075648	-0.874296	 5.72	18.27	18.151	 5.324	8.534653	   -inf	 0.0000	 0.7982	4835	496	295.809	101.430	18.664	  18.9677	  4.49202	  33.3710
#0005695	2020/06/04 06:00:25	15.46	 1.20958	0.073466	-0.877391	 5.74	18.75	18.315	 5.085	8.495260	   -inf	 0.0000	 0.7642	4835	496	277.834	95.032	18.543	  18.4807	  4.44235	  33.3494
#0005696	2020/06/04 06:30:25	15.46	 1.19906	0.073975	-0.873759	 5.72	18.87	18.612	 4.941	8.501054	   -inf	 0.0000	 0.7656	4835	496	287.991	99.282	18.928	  19.0420	  4.49579	  33.3425
#0005697	2020/06/04 07:00:25	15.46	 1.19753	0.073995	-0.876408	 5.74	18.95	18.655	 4.709	8.500959	   -inf	 0.0000	 0.7498	4835	496	284.993	98.191	18.900	  18.9675	  4.48710	  33.3302
#0005698	2020/06/04 07:30:25	15.46	 1.19156	0.074729	-0.874845	 5.72	19.16	18.825	 4.565	8.511914	   -inf	 0.0000	 0.7437	4835	496	292.971	101.283	19.067	  18.9846	  4.49619	  33.3921
#0005699	2020/06/04 08:00:25	15.46	 1.18880	0.074146	-0.873112	 5.74	19.32	18.903	 4.394	8.501057	   -inf	 0.0000	 0.7372	4835	496	287.258	99.404	19.115	  19.1190	  4.50202	  33.3323
#0005700	2020/06/04 08:30:25	15.46	 1.19034	0.075214	-0.873394	 5.72	19.28	18.860	 4.253	8.519929	   -inf	 0.0000	 0.7328	4835	496	284.237	98.177	19.024	  19.0013	  4.49444	  33.3640
#0005701	2020/06/04 09:00:25	15.46	 1.19030	0.073884	-0.874079	 5.74	19.32	18.861	 4.156	8.496963	   -inf	 0.0000	 0.7286	4835	496	282.703	97.680	19.040	  18.9899	  4.49389	  33.3686
#0005702	2020/06/04 09:30:25	15.46	 1.18891	0.074328	-0.873629	 5.74	19.34	18.900	 4.059	8.504223	   -inf	 0.0000	 0.7321	4835	496	276.868	95.760	19.090	  19.0755	  4.50153	  33.3632
#0005703	2020/06/04 10:00:25	15.46	 1.18803	0.074980	-0.876496	 5.73	19.38	18.925	 3.991	8.515223	   -inf	 0.0000	 0.7294	4835	496	254.702	88.125	19.107	  19.0839	  4.50058	  33.3486
#0005704	2020/06/04 10:30:25	15.46	 1.18868	0.074251	-0.876435	 5.74	19.36	18.907	 3.920	8.502826	   -inf	 0.0000	 0.7293	4835	496	261.467	90.398	19.071	  19.0470	  4.49641	  33.3436
#0005705	2020/06/04 11:00:25	15.46	 1.18881	0.074926	-0.876482	 5.74	19.38	18.903	 3.845	8.514520	   -inf	 0.0000	 0.7326	4835	496	270.260	93.450	19.077	  19.0353	  4.49784	  33.3649
#0005706	2020/06/04 11:30:25	15.46	 1.18706	0.075119	-0.876491	 5.73	19.40	18.953	 3.820	8.517334	   -inf	 0.0000	 0.7229	4835	496	266.712	92.355	19.147	  19.1381	  4.50696	  33.3579
#0005707	2020/06/04 12:00:25	15.46	 1.18644	0.072924	-0.874466	 5.74	19.46	18.971	 3.818	8.479282	   -inf	 0.0000	 0.7307	4835	496	271.201	93.923	19.155	  19.0993	  4.50230	  33.3505
#0005708	2020/06/04 12:30:25	15.46	 1.18816	0.073418	-0.877789	 5.73	19.48	18.921	 4.092	8.488310	   -inf	 0.0000	 0.7308	4835	496	251.862	87.059	19.060	  18.9070	  4.48463	  33.3584
#0005709	2020/06/04 13:00:25	15.47	 1.19127	0.073512	-0.877513	 5.74	19.32	18.833	 4.009	8.490823	   -inf	 0.0000	 0.7331	4835	496	255.704	88.209	18.961	  18.8808	  4.48360	  33.3709
#0005710	2020/06/04 13:30:25	15.47	 1.19067	0.073600	-0.878127	 5.74	19.32	18.850	 4.144	8.492167	   -inf	 0.0000	 0.7355	4835	496	240.676	83.127	19.021	  18.9994	  4.49339	  33.3568
#0005711	2020/06/04 14:00:25	15.47	 1.18963	0.073051	-0.877579	 5.73	19.37	18.880	 4.393	8.482394	   -inf	 0.0000	 0.7304	4835	496	235.736	81.503	19.071	  19.0302	  4.49563	  33.3507
#0005712	2020/06/04 14:30:25	15.47	 1.18252	0.071852	-0.876851	 5.73	19.52	19.083	 4.544	8.459673	   -inf	 0.0000	 0.7265	4835	496	232.799	80.910	19.331	  19.3635	  4.52364	  33.3152
#0005713	2020/06/04 15:00:25	15.47	 1.18180	0.073198	-0.877955	 5.73	19.60	19.103	 4.699	8.482678	   -inf	 0.0000	 0.7222	4835	496	235.096	81.633	19.285	  19.2219	  4.51237	  33.3355
#0005714	2020/06/04 15:30:25	15.47	 1.17881	0.074355	-0.877216	 5.73	19.63	19.189	 4.810	8.501773	   -inf	 0.0000	 0.7201	4835	496	241.218	83.956	19.402	  19.4171	  4.52839	  33.3114
#0005715	2020/06/04 16:00:25	15.47	 1.18132	0.072780	-0.878632	 5.73	19.61	19.117	 4.880	8.475341	   -inf	 0.0000	 0.7299	4835	496	240.581	83.485	19.253	  19.1851	  4.50697	  33.3203
#0005716	2020/06/04 16:30:25	15.47	 1.18245	0.072522	-0.878226	 5.74	19.56	19.085	 4.931	8.471219	   -inf	 0.0000	 0.7181	4835	496	229.432	79.601	19.244	  19.2408	  4.51121	  33.3107
#0005717	2020/06/04 17:00:25	15.47	 1.18301	0.072388	-0.878580	 5.73	19.58	19.068	 4.970	8.469060	   -inf	 0.0000	 0.7321	4835	496	234.989	81.508	19.231	  19.2005	  4.50594	  33.2995
#0005718	2020/06/04 17:30:25	15.47	 1.17958	0.073640	-0.877502	 5.73	19.65	19.167	 4.942	8.489663	   -inf	 0.0000	 0.7206	4835	496	242.478	84.360	19.381	  19.3882	  4.53483	  33.3876
#0005719	2020/06/04 18:00:25	15.47	 1.17657	0.073168	-0.876940	 5.74	19.73	19.253	 4.817	8.480664	   -inf	 0.0000	 0.7166	4835	496	245.143	85.382	19.436	  19.4070	  4.53406	  33.3663
#0005720	2020/06/04 18:30:25	15.47	 1.17394	0.076670	-0.873588	 5.73	19.77	19.329	 4.782	8.540257	   -inf	 0.0000	 0.7065	4835	496	250.023	87.250	19.533	  19.5477	  4.55430	  33.4202
#0005721	2020/06/04 19:00:25	15.47	 1.17419	0.073195	-0.874386	 5.73	19.78	19.321	 4.636	8.480438	   -inf	 0.0000	 0.7183	4835	496	237.053	82.644	19.484	  19.4101	  4.53789	  33.3953
#0005722	2020/06/04 19:30:25	15.47	 1.17047	0.075491	-0.873587	 5.73	19.85	19.429	 4.517	8.518931	   -inf	 0.0000	 0.7147	4835	496	236.286	82.635	19.641	  19.7223	  4.56131	  33.3385
#0005723	2020/06/04 20:00:25	15.47	 1.16682	0.074697	-0.872678	 5.73	19.93	19.534	 4.447	8.504174	   -inf	 0.0000	 0.7037	4835	496	246.827	86.511	19.750	  19.7829	  4.56810	  33.3458
#0005724	2020/06/04 20:30:25	15.47	 1.16570	0.074567	-0.875403	 5.73	20.04	19.566	 4.346	8.501621	   -inf	 0.0000	 0.6948	4835	496	256.594	89.935	19.750	  19.7214	  4.56568	  33.3749
#0005725	2020/06/04 21:00:25	15.47	 1.16443	0.074052	-0.875217	 5.74	20.09	19.603	 4.313	8.492382	   -inf	 0.0000	 0.6965	4835	496	270.962	95.046	19.790	  19.7662	  4.56489	  33.3328
#0005726	2020/06/04 21:30:25	15.47	 1.16641	0.074046	-0.875557	 5.74	20.01	19.546	 4.244	8.492858	   -inf	 0.0000	 0.6991	4835	496	257.810	90.255	19.692	  19.6609	  4.55840	  33.3635
#0005727	2020/06/04 22:00:25	15.47	 1.16677	0.073226	-0.875453	 5.74	20.07	19.535	 4.210	8.478842	   -inf	 0.0000	 0.6984	4835	496	262.029	91.744	19.698	  19.6132	  4.55823	  33.4002
#0005728	2020/06/04 22:30:25	15.47	 1.16651	0.075652	-0.871957	 5.75	20.01	19.543	 4.232	8.520534	   -inf	 0.0000	 0.7016	4835	496	253.048	88.625	19.713	  19.6957	  4.56312	  33.3744
#0005729	2020/06/04 23:00:25	15.47	 1.16866	0.075201	-0.873277	 5.73	20.02	19.481	 4.283	8.513397	   -inf	 0.0000	 0.7022	4835	496	238.122	83.248	19.623	  19.5088	  4.54863	  33.4047
#0005730	2020/06/04 23:30:25	15.47	 1.16812	0.072274	-0.875466	 5.74	20.01	19.496	 4.363	8.462838	   -inf	 0.0000	 0.6951	4835	496	231.886	81.127	19.660	  19.5842	  4.55018	  33.3573
#0005731	2020/06/05 00:00:25	15.47	 1.16986	0.074432	-0.876386	 5.74	19.98	19.446	 4.507	8.500506	   -inf	 0.0000	 0.9667	4835	496	230.803	80.623	19.582	  19.5414	  4.54413	  33.3418
#0005732	2020/06/05 00:30:25	15.47	 1.16493	0.075144	-0.874175	 5.73	20.06	19.588	 4.696	8.511324	   -inf	 0.0000	 0.6949	4835	496	243.410	85.465	19.839	  19.8981	  4.57822	  33.3368
#0005733	2020/06/05 01:00:25	15.47	 1.16272	0.072716	-0.876788	 5.73	20.15	19.652	 4.915	8.468897	   -inf	 0.0000	 0.6871	4835	496	258.228	90.662	19.836	  19.8176	  4.56607	  33.3016
#0005734	2020/06/05 01:30:25	15.47	 1.16017	0.075788	-0.872841	 5.74	20.18	19.726	 5.072	8.521011	   -inf	 0.0000	 0.6891	4835	496	250.927	88.240	19.916	  19.9291	  4.58970	  33.4058
#0005735	2020/06/05 02:00:25	15.47	 1.15547	0.075355	-0.872222	 5.74	20.30	19.863	 5.236	8.512177	   -inf	 0.0000	 0.6826	4835	496	257.035	90.695	20.086	  20.1186	  4.61559	  33.4659
#0005736	2020/06/05 02:30:25	15.47	 1.15476	0.072904	-0.876289	 5.72	20.37	19.883	 5.412	8.469828	   -inf	 0.0000	 0.6836	4835	496	248.518	87.635	20.055	  20.0206	  4.60064	  33.4222
#0005737	2020/06/05 03:00:25	15.47	 1.15394	0.076225	-0.873631	 5.72	20.37	19.907	 5.550	8.526693	   -inf	 0.0000	 0.6859	4835	496	244.669	86.332	20.086	  20.0799	  4.61036	  33.4541
#0005738	2020/06/05 03:30:25	15.47	 1.15422	0.074805	-0.873921	 5.73	20.39	19.899	 5.629	8.502355	   -inf	 0.0000	 0.6831	4835	496	250.386	88.305	20.062	  20.0281	  4.60460	  33.4484
#0005739	2020/06/05 04:00:25	15.47	 1.15486	0.075887	-0.872954	 5.72	20.36	19.880	 5.685	8.521157	   -inf	 0.0000	 0.6802	4835	496	243.241	85.740	20.035	  20.0010	  4.60185	  33.4476
#0005740	2020/06/05 04:30:25	15.47	 1.15598	0.072407	-0.876457	 5.73	20.35	19.848	 5.665	8.461632	   -inf	 0.0000	 0.6757	4835	496	238.432	83.981	19.997	  19.9585	  4.59734	  33.4447
#0005741	2020/06/05 05:00:25	15.47	 1.15713	0.074943	-0.873533	 5.73	20.31	19.814	 5.586	8.505591	   -inf	 0.0000	 0.6840	4835	496	230.363	81.097	19.971	  19.9417	  4.59567	  33.4445
#0005742	2020/06/05 05:30:25	15.47	 1.15774	0.073288	-0.872941	 5.74	20.31	19.797	 5.420	8.477290	   -inf	 0.0000	 0.6838	4835	496	230.508	81.121	19.954	  19.8755	  4.58810	  33.4354
#0005743	2020/06/05 06:00:25	15.47	 1.15603	0.077337	-0.872529	 5.73	20.31	19.846	 5.322	8.546452	   -inf	 0.0000	 0.6909	4835	496	244.137	86.062	20.038	  20.0635	  4.60710	  33.4406
#0005744	2020/06/05 06:30:25	15.47	 1.15343	0.075596	-0.874019	 5.73	20.40	19.922	 5.172	8.515726	   -inf	 0.0000	 0.6870	4835	496	271.422	95.822	20.113	  20.1119	  4.60860	  33.4145
#0005745	2020/06/05 07:00:25	15.47	 1.15392	0.076829	-0.872881	 5.73	20.41	19.908	 4.929	8.537074	   -inf	 0.0000	 0.6754	4835	496	260.949	92.045	20.069	  20.0550	  4.60394	  33.4217
#0005746	2020/06/05 07:30:25	15.47	 1.15362	0.075088	-0.872985	 5.72	20.42	19.916	 4.769	8.507058	   -inf	 0.0000	 0.6789	4835	496	261.238	92.164	20.079	  20.0543	  4.60477	  33.4290
#0005747	2020/06/05 08:00:25	15.47	 1.15258	0.073958	-0.874440	 5.74	20.44	19.947	 4.608	8.487315	   -inf	 0.0000	 0.6845	4835	496	265.649	93.804	20.124	  20.1208	  4.60484	  33.3769
#0005748	2020/06/05 08:30:25	15.47	 1.15271	0.075867	-0.871717	 5.72	20.45	19.943	 4.459	8.520185	   -inf	 0.0000	 0.7133	4835	496	264.753	93.458	20.108	  20.0838	  4.60486	  33.4063
#0005749	2020/06/05 09:00:25	15.47	 1.15251	0.073090	-0.875501	 5.74	20.44	19.949	 4.269	8.472362	   -inf	 0.0000	 0.6757	4835	496	255.421	90.170	20.111	  20.0816	  4.60181	  33.3833
#0005750	2020/06/05 09:30:25	15.47	 1.15239	0.075226	-0.871683	 5.72	20.44	19.952	 4.146	8.509068	   -inf	 0.0000	 0.6732	4835	496	254.556	89.883	20.121	  20.1157	  4.60154	  33.3541
#0005751	2020/06/05 10:00:25	15.47	 1.15213	0.073796	-0.871831	 5.72	20.46	19.960	 4.040	8.484402	   -inf	 0.0000	 0.6763	4835	496	258.172	91.168	20.126	  20.1049	  4.60229	  33.3688
#0005752	2020/06/05 10:30:25	15.47	 1.15171	0.074122	-0.875526	 5.72	20.46	19.972	 3.925	8.489877	   -inf	 0.0000	 0.6756	4835	496	252.604	89.236	20.145	  20.1427	  4.60059	  33.3251
#0005753	2020/06/05 11:00:25	15.47	 1.15193	0.073828	-0.875467	 5.74	20.49	19.965	 3.861	8.484886	   -inf	 0.0000	 0.6727	4835	496	250.885	88.606	20.132	  20.1361	  4.59860	  33.3141
#0005754	2020/06/05 11:30:25	15.48	 1.15187	0.075473	-0.873899	 5.72	20.47	19.967	 3.800	8.513154	   -inf	 0.0000	 0.6845	4835	496	250.682	88.532	20.131	  20.1173	  4.59553	  33.3041
#0005755	2020/06/05 12:00:25	15.48	 1.15201	0.074703	-0.873731	 5.72	20.47	19.963	 3.763	8.499960	   -inf	 0.0000	 0.6838	4835	496	246.950	87.204	20.125	  20.1068	  4.59333	  33.2945
#0005756	2020/06/05 12:30:25	15.47	 1.15187	0.073356	-0.876349	 5.74	20.46	19.967	 3.701	8.476758	   -inf	 0.0000	 0.6733	4835	496	247.374	87.374	20.137	  20.1297	  4.59506	  33.2905
#0005757	2020/06/05 13:00:25	15.48	 1.15197	0.071724	-0.875611	 5.74	20.47	19.964	 3.699	8.448723	   -inf	 0.0000	 0.6785	4835	496	248.436	87.740	20.132	  20.1119	  4.59321	  33.2895
#0005758	2020/06/05 13:30:25	15.48	 1.15204	0.074470	-0.875730	 5.74	20.47	19.962	 3.780	8.495965	   -inf	 0.0000	 0.6749	4835	496	243.671	86.051	20.128	  20.1118	  4.59345	  33.2915
#0005759	2020/06/05 14:00:25	15.48	 1.15219	0.074550	-0.874825	 5.72	20.47	19.958	 4.112	8.497386	   -inf	 0.0000	 0.6774	4835	496	237.163	83.740	20.120	  20.0995	  4.59261	  33.2944
#0005760	2020/06/05 14:30:25	15.48	 1.15369	0.075160	-0.872510	 5.74	20.44	19.914	 4.077	8.508315	   -inf	 0.0000	 0.6814	4835	496	243.583	85.912	20.065	  20.0251	  4.59797	  33.3968
#0005761	2020/06/05 15:00:25	15.48	 1.15436	0.076176	-0.873707	 5.73	20.41	19.895	 4.256	8.525971	   -inf	 0.0000	 0.6780	4835	496	250.742	88.418	20.054	  20.0317	  4.60281	  33.4311
#0005762	2020/06/05 15:30:25	15.48	 1.15477	0.074912	-0.875438	 5.72	20.40	19.883	 4.773	8.504367	   -inf	 0.0000	 0.6873	4835	496	251.981	88.838	20.045	  20.0217	  4.60160	  33.4291
#0005763	2020/06/05 16:00:25	15.48	 1.15521	0.072380	-0.874075	 5.72	20.39	19.870	 4.737	8.460934	   -inf	 0.0000	 0.6911	4835	496	249.472	87.925	20.029	  19.9935	  4.60160	  33.4516
#0005764	2020/06/05 16:30:25	15.48	 1.15565	0.073829	-0.874993	 5.74	20.37	19.857	 4.685	8.485997	   -inf	 0.0000	 0.6932	4835	496	248.812	87.677	20.019	  20.0020	  4.60328	  33.4585
#0005765	2020/06/05 17:00:25	15.48	 1.15580	0.073741	-0.872831	 5.74	20.37	19.853	 4.747	8.484521	   -inf	 0.0000	 0.6924	4835	496	249.522	87.920	20.015	  19.9950	  4.60350	  33.4658
#0005766	2020/06/05 17:30:25	15.48	 1.15600	0.073138	-0.875262	 5.74	20.36	19.847	 4.815	8.474211	   -inf	 0.0000	 0.6953	4835	496	253.054	89.155	20.010	  19.9879	  4.60302	  33.4676
#0005767	2020/06/05 18:00:25	15.48	 1.15602	0.076457	-0.872851	 5.74	20.36	19.847	 4.860	8.531294	   -inf	 0.0000	 0.6901	4835	496	254.193	89.556	20.010	  19.9903	  4.60340	  33.4687
#0005768	2020/06/05 18:30:25	15.48	 1.15581	0.072819	-0.875324	 5.73	20.36	19.853	 4.786	8.468668	   -inf	 0.0000	 0.6957	4835	496	253.463	89.317	20.020	  20.0021	  4.60386	  33.4631
#0005769	2020/06/05 19:00:25	15.48	 1.15474	0.075090	-0.872580	 5.72	20.38	19.884	 4.712	8.507416	   -inf	 0.0000	 0.6795	4835	496	255.303	90.044	20.064	  20.0591	  4.60873	  33.4574
#0005770	2020/06/05 19:30:25	15.48	 1.15404	0.073460	-0.874124	 5.72	20.40	19.904	 4.628	8.479170	   -inf	 0.0000	 0.6871	4835	496	256.073	90.341	20.078	  20.0683	  4.60790	  33.4433
#0005771	2020/06/05 20:00:25	15.48	 1.15065	0.077359	-0.871343	 5.72	20.47	20.003	 4.548	8.545227	   -inf	 0.0000	 0.6812	4835	496	259.998	91.990	20.223	  20.2752	  4.62767	  33.4396
#0005772	2020/06/05 20:30:25	15.48	 1.14668	0.074304	-0.872819	 5.74	20.57	20.119	 4.460	8.491533	   -inf	 0.0000	 0.6773	4835	496	261.181	92.594	20.324	  20.3510	  4.62969	  33.3961
#0005773	2020/06/05 21:00:25	15.48	 1.14572	0.075232	-0.872170	 5.72	20.62	20.147	 4.342	8.507206	   -inf	 0.0000	 0.6756	4835	496	263.079	93.277	20.329	  20.3222	  4.63120	  33.4310
#0005774	2020/06/05 21:30:25	15.48	 1.14441	0.074074	-0.874411	 5.74	20.67	20.185	 4.306	8.486912	   -inf	 0.0000	 0.6661	4835	496	257.322	91.306	20.368	  20.3603	  4.63153	  33.4036
#0005775	2020/06/05 22:00:25	15.48	 1.14236	0.074849	-0.871607	 5.72	20.71	20.245	 4.241	8.499631	   -inf	 0.0000	 0.6750	4835	496	264.007	93.813	20.441	  20.4481	  4.63962	  33.3996
#0005776	2020/06/05 22:30:25	15.48	 1.14198	0.076141	-0.872778	 5.74	20.75	20.256	 4.226	8.521707	   -inf	 0.0000	 0.6613	4835	496	269.544	95.752	20.426	  20.4034	  4.63747	  33.4175
#0005777	2020/06/05 23:00:25	15.48	 1.14101	0.076425	-0.871988	 5.72	20.76	20.285	 4.247	8.526308	   -inf	 0.0000	 0.6661	4835	496	262.638	93.364	20.462	  20.4466	  4.63829	  33.3901
#0005778	2020/06/05 23:30:25	15.48	 1.14103	0.075185	-0.872582	 5.73	20.77	20.284	 4.282	8.505004	   -inf	 0.0000	 0.6813	4835	496	268.721	95.500	20.447	  20.4326	  4.63820	  33.4003
#0005779	2020/06/06 00:00:25	15.48	 1.14339	0.074920	-0.872302	 5.73	20.71	20.215	 4.387	8.501148	   -inf	 0.0000	 0.6649	4835	496	262.099	92.986	20.360	  20.3287	  4.63060	  33.4211
#0005780	2020/06/06 00:30:25	15.48	 1.14307	0.073753	-0.872208	 5.74	20.73	20.224	 4.464	8.481019	   -inf	 0.0000	 0.6739	4835	496	251.255	89.194	20.392	  20.3745	  4.63383	  33.4109
#0005781	2020/06/06 01:00:25	15.48	 1.14183	0.076429	-0.873330	 5.72	20.75	20.261	 4.591	8.526621	   -inf	 0.0000	 0.6765	4835	496	243.984	86.701	20.443	  20.4397	  4.63819	  33.3947
#0005782	2020/06/06 01:30:25	15.48	 1.13952	0.074268	-0.871931	 5.74	20.83	20.329	 4.803	8.488821	   -inf	 0.0000	 0.6700	4835	496	249.334	88.720	20.510	  20.4358	  4.64138	  33.4235
#0005783	2020/06/06 02:00:25	15.48	 1.13843	0.076303	-0.870631	 5.74	20.82	20.360	 4.995	8.523432	   -inf	 0.0000	 0.6806	4835	496	251.870	89.702	20.555	  20.5573	  4.64953	  33.3933
#0005784	2020/06/06 02:30:25	15.48	 1.13587	0.074792	-0.873349	 5.72	20.87	20.436	 5.153	8.496732	   -inf	 0.0000	 0.6800	4835	496	249.934	89.161	20.640	  20.6666	  4.66774	  33.4536
#0005785	2020/06/06 03:00:25	15.48	 1.13415	0.074533	-0.874528	 5.73	20.97	20.486	 5.304	8.491780	   -inf	 0.0000	 0.6680	4835	496	258.780	92.369	20.668	  20.6298	  4.66402	  33.4528
#0005786	2020/06/06 03:30:25	15.48	 1.13430	0.074890	-0.871430	 5.72	20.98	20.482	 5.479	8.497956	   -inf	 0.0000	 0.6659	4835	496	258.292	92.149	20.643	  20.6105	  4.66503	  33.4761
#0005787	2020/06/06 04:00:25	15.48	 1.13513	0.073445	-0.873363	 5.74	20.95	20.457	 5.575	8.473392	   -inf	 0.0000	 0.6644	4835	496	249.669	89.020	20.613	  20.5836	  4.66219	  33.4744
#0005788	2020/06/06 04:30:25	15.48	 1.13617	0.072583	-0.872894	 5.74	20.94	20.427	 5.632	8.458906	   -inf	 0.0000	 0.6703	4835	496	248.500	88.544	20.579	  20.5412	  4.65828	  33.4764
#0005789	2020/06/06 05:00:25	15.48	 1.13609	0.074646	-0.874053	 5.74	20.94	20.429	 5.627	8.494290	   -inf	 0.0000	 0.6657	4835	496	256.842	91.533	20.588	  20.5580	  4.65813	  33.4620
#0005790	2020/06/06 05:30:25	15.48	 1.13664	0.072734	-0.873085	 5.72	20.91	20.413	 5.593	8.461633	   -inf	 0.0000	 0.6740	4835	496	244.076	86.951	20.569	  20.5504	  4.65825	  33.4689
#0005791	2020/06/06 06:00:25	15.48	 1.13753	0.075185	-0.870048	 5.74	20.89	20.387	 5.492	8.503975	   -inf	 0.0000	 0.6695	4835	496	253.235	90.161	20.540	  20.5105	  4.65618	  33.4838
#0005792	2020/06/06 06:30:25	15.48	 1.13811	0.073768	-0.874046	 5.72	20.88	20.370	 5.277	8.479810	   -inf	 0.0000	 0.6811	4835	496	248.620	88.503	20.531	  20.5137	  4.65494	  33.4713
#0005793	2020/06/06 07:00:25	15.48	 1.13667	0.076797	-0.872668	 5.72	20.90	20.412	 5.152	8.531398	   -inf	 0.0000	 0.6591	4835	496	254.388	90.662	20.590	  20.5905	  4.65846	  33.4390
#0005794	2020/06/06 07:30:25	15.48	 1.13598	0.074412	-0.872893	 5.74	20.92	20.432	 4.995	8.490246	   -inf	 0.0000	 0.6614	4835	496	261.862	93.349	20.603	  20.5959	  4.65651	  33.4191
#0005795	2020/06/06 08:00:25	15.48	 1.13617	0.073730	-0.871878	 5.74	20.93	20.427	 4.760	8.478599	   -inf	 0.0000	 0.6605	4835	496	255.203	90.958	20.593	  20.5829	  4.65514	  33.4183
#0005796	2020/06/06 08:30:25	15.48	 1.13609	0.074063	-0.873014	 5.72	20.93	20.429	 4.568	8.484282	   -inf	 0.0000	 0.6538	4835	496	255.003	90.888	20.594	  20.5860	  4.65186	  33.3895
#0005797	2020/06/06 09:00:25	15.48	 1.13653	0.074053	-0.872955	 5.72	20.93	20.416	 4.492	8.484238	   -inf	 0.0000	 0.6576	4835	496	258.849	92.233	20.580	  20.5578	  4.65325	  33.4229
#0005798	2020/06/06 09:30:25	15.48	 1.13647	0.075907	-0.872673	 5.74	20.93	20.418	 4.289	8.516048	   -inf	 0.0000	 0.6589	4835	496	257.861	91.881	20.580	  20.5659	  4.65048	  33.3942
#0005799	2020/06/06 10:00:25	15.48	 1.13669	0.074716	-0.873309	 5.72	20.92	20.412	 4.145	8.495667	   -inf	 0.0000	 0.6559	4835	496	253.987	90.491	20.574	  20.5584	  4.64859	  33.3848
#0005800	2020/06/06 10:30:25	15.48	 1.13674	0.074659	-0.873489	 5.74	20.92	20.410	 4.049	8.494706	   -inf	 0.0000	 0.6573	4835	496	250.728	89.329	20.574	  20.5601	  4.64814	  33.3800
#0005801	2020/06/06 11:00:25	15.48	 1.13689	0.072729	-0.873447	 5.74	20.91	20.406	 3.980	8.461617	   -inf	 0.0000	 0.6588	4835	496	245.775	87.552	20.567	  20.5563	  4.64606	  33.3662
#0005802	2020/06/06 11:30:25	15.48	 1.13714	0.073009	-0.872743	 5.72	20.91	20.398	 3.942	8.466498	   -inf	 0.0000	 0.6634	4835	496	246.658	87.850	20.558	  20.5414	  4.64387	  33.3603
#0005803	2020/06/06 12:00:25	15.48	 1.13729	0.072605	-0.873558	 5.72	20.90	20.394	 3.779	8.459609	   -inf	 0.0000	 0.6589	4835	496	241.921	86.163	20.557	  20.5460	  4.64499	  33.3657
#0005804	2020/06/06 12:30:25	15.48	 1.13738	0.073126	-0.872907	 5.72	20.90	20.391	 3.703	8.468588	   -inf	 0.0000	 0.6538	4835	496	245.454	87.414	20.553	  20.5341	  4.64426	  33.3692
#0005805	2020/06/06 13:00:25	15.48	 1.13744	0.074623	-0.874144	 5.72	20.90	20.389	 3.639	8.494293	   -inf	 0.0000	 0.6556	4835	496	244.464	87.058	20.551	  20.5347	  4.64418	  33.3681
#0005806	2020/06/06 13:30:25	15.48	 1.13755	0.074855	-0.874033	 5.74	20.90	20.386	 3.713	8.498318	   -inf	 0.0000	 0.6555	4835	496	241.633	86.044	20.548	  20.5311	  4.64312	  33.3623
#0005807	2020/06/06 14:00:25	15.48	 1.13766	0.074738	-0.872837	 5.72	20.89	20.383	 3.682	8.496331	   -inf	 0.0000	 0.6509	4835	496	237.733	84.653	20.546	  20.5269	  4.64258	  33.3613
#0005808	2020/06/06 14:30:25	15.48	 1.13767	0.072977	-0.873941	 5.74	20.89	20.383	 3.826	8.466109	   -inf	 0.0000	 0.6482	4835	496	227.534	81.018	20.544	  20.5280	  4.64349	  33.3678
#0005809	2020/06/06 15:00:25	15.48	 1.14451	0.074987	-0.873234	 5.74	20.80	20.182	 3.871	8.502628	   -inf	 0.0000	 0.6542	4835	496	244.932	86.767	20.285	  20.1436	  4.61285	  33.4238
#0005810	2020/06/06 15:30:25	15.48	 1.15081	0.077030	-0.871630	 5.74	20.62	19.998	 4.041	8.539608	   -inf	 0.0000	 0.6695	4835	496	263.564	93.038	20.108	  20.0214	  4.60432	  33.4514
#0005811	2020/06/06 16:00:25	15.48	 1.15548	0.074141	-0.873959	 5.72	20.45	19.862	 4.249	8.491303	   -inf	 0.0000	 0.6798	4835	496	265.277	93.414	19.985	  19.9500	  4.59583	  33.4392
#0005812	2020/06/06 16:30:25	15.48	 1.15977	0.075038	-0.873952	 5.73	20.33	19.738	 4.423	8.507996	   -inf	 0.0000	 0.6965	4835	496	266.765	93.706	19.861	  19.7739	  4.58422	  33.4847
#0005813	2020/06/06 17:00:25	15.48	 1.16090	0.077192	-0.870654	 5.74	20.27	19.705	 4.564	8.545389	   -inf	 0.0000	 0.6920	4835	496	263.748	92.626	19.850	  19.8114	  4.58552	  33.4654
#0005814	2020/06/06 17:30:25	15.48	 1.16553	0.074235	-0.871640	 5.72	20.21	19.571	 4.704	8.495851	   -inf	 0.0000	 0.6939	4835	496	262.598	91.920	19.686	  19.5896	  4.56373	  33.4642
#0005815	2020/06/06 18:00:25	15.48	 1.17006	0.075449	-0.872434	 5.74	20.06	19.440	 4.785	8.518075	   -inf	 0.0000	 0.7087	4835	496	263.049	91.837	19.555	  19.4437	  4.55017	  33.4695
