"Current time"	2018/04/17 17:43:42
#0000117	2018/04/20 04:00:25	18.46	 1.32319	0.084946	-0.826041	 5.73	15.68	15.207	 5.120	8.149988	8.709894	 0.0000	 1.0986	4835	496	352.008	112.522	15.311	  15.2961	  4.15804	  33.5284
#0000118	2018/04/20 04:30:25	18.45	 1.32224	0.083261	-0.827732	 5.74	15.75	15.232	 5.290	8.120324	8.680041	 0.0000	 1.0972	4835	496	332.400	106.279	15.322	  15.3120	  4.15785	  33.5132
#0000119	2018/04/20 05:00:25	18.45	 1.32179	0.083215	-0.827756	 5.74	15.87	15.244	 5.407	8.119407	8.679474	 0.0000	 1.0948	4835	496	320.986	102.656	15.334	  15.3102	  4.15850	  33.5206
#0000120	2018/04/20 05:30:25	18.45	 1.32107	0.083083	-0.827881	 5.74	16.01	15.263	 5.521	8.116937	8.677073	 0.0000	 1.0926	4835	496	316.064	101.126	15.354	  15.3373	  4.16106	  33.5205
#0000121	2018/04/20 06:00:25	18.44	 1.32099	0.083264	-0.827702	 5.73	15.97	15.265	 5.642	8.120084	8.680163	 0.0000	 1.0951	4835	496	315.273	100.858	15.347	  15.3239	  4.16037	  33.5257
#0000122	2018/04/20 06:30:25	18.44	 1.32084	0.083761	-0.827219	 5.74	15.99	15.269	 5.715	8.128716	8.688565	 0.0000	 1.0939	4835	496	318.595	101.943	15.357	  15.3444	  4.16305	  33.5323
#0000123	2018/04/20 07:01:58	18.43	 1.32228	0.084074	-0.826929	 5.75	16.79	15.231	 5.823	8.134546	8.694079	 0.0000	 1.0879	4835	496	321.644	102.798	15.303	  15.2730	  4.15725	  33.5411
#0000124	2018/04/20 07:32:30	18.43	 1.32404	0.084323	-0.826719	 5.73	16.39	15.184	 5.803	8.139314	8.698309	 0.0000	 1.0966	4835	496	322.963	103.101	15.249	  15.2178	  4.15235	  33.5442
#0000125	2018/04/20 08:00:25	18.43	 1.32574	0.084507	-0.826568	 5.74	15.66	15.139	 5.778	8.142933	8.701480	 0.0000	 1.1001	4835	496	324.255	103.413	15.204	  15.1694	  4.14822	  33.5483
#0000126	2018/04/20 08:30:25	18.43	 1.32696	0.084407	-0.826670	 5.74	15.69	15.107	 5.727	8.141484	8.700076	 0.0000	 1.1014	4835	496	322.928	102.923	15.174	  15.1394	  4.14546	  33.5492
#0000127	2018/04/20 09:00:25	18.42	 1.32837	0.084072	-0.827066	 5.74	15.91	15.069	 5.646	8.135960	8.693609	 0.0000	 1.0966	4835	496	318.876	101.553	15.138	  15.1079	  4.14225	  33.5471
#0000128	2018/04/20 09:30:25	18.42	 1.32826	0.083593	-0.827581	 5.74	15.98	15.072	 5.502	8.127545	8.684560	 0.0000	 1.0986	4835	496	315.612	100.555	15.157	  15.1429	  4.14503	  33.5422
#0000129	2018/04/20 10:04:03	18.41	 1.32768	0.083679	-0.827480	 5.73	16.62	15.087	 5.390	8.128927	8.686149	 0.0000	 1.0936	4835	496	315.410	100.529	15.175	  15.1569	  4.14607	  33.5397
#0000130	2018/04/20 10:38:01	18.41	 1.32422	0.083496	-0.827624	 5.73	16.71	15.179	 5.285	8.124891	8.682545	 0.0000	 1.0934	4835	496	312.388	99.806	15.287	  15.2849	  4.15891	  33.5459
#0000131	2018/04/20 11:00:25	18.41	 1.31898	0.084977	-0.826072	 5.72	15.77	15.319	 5.241	8.149532	8.708008	 0.0000	 1.0992	4835	496	324.824	104.164	15.459	  15.4775	  4.17652	  33.5397
#0000132	2018/04/20 11:30:25	18.41	 1.31903	0.084496	-0.826539	 5.74	15.85	15.317	 5.044	8.141129	8.699864	 0.0000	 1.0976	4835	496	322.977	103.435	15.397	  15.3643	  4.16592	  33.5412
#0000133	2018/04/20 12:00:25	18.40	 1.31623	0.084997	-0.826002	 5.73	15.90	15.392	 4.917	8.149222	8.708372	 0.0000	 1.0948	4835	496	325.371	104.440	15.504	  15.4995	  4.17818	  33.5357
#0000134	2018/04/20 12:30:25	18.40	 1.31785	0.084328	-0.826676	 5.74	15.89	15.349	 4.792	8.137912	8.697102	 0.0000	 1.0941	4835	496	321.255	102.927	15.417	  15.3818	  4.16762	  33.5414
#0000135	2018/04/20 13:00:25	18.40	 1.31648	0.084499	-0.826484	 5.72	15.92	15.385	 4.636	8.140582	8.700027	 0.0000	 1.0938	4835	496	321.643	103.200	15.485	  15.4738	  4.17618	  33.5397
#0000136	2018/04/20 13:30:25	18.40	 1.31693	0.083989	-0.826998	 5.73	15.94	15.374	 4.560	8.131780	8.691190	 0.0000	 1.0952	4835	496	317.987	101.950	15.449	  15.4253	  4.17101	  33.5347
#0000137	2018/04/20 14:00:25	18.39	 1.31539	0.084498	-0.826470	 5.74	16.00	15.415	 4.474	8.140299	8.699934	 0.0000	 1.0914	4835	496	319.582	102.590	15.508	  15.4921	  4.17793	  33.5398
#0000138	2018/04/20 14:30:25	18.39	 1.31629	0.083674	-0.827281	 5.72	16.05	15.391	 4.396	8.126114	8.686049	 0.0000	 1.0909	4835	496	315.012	101.028	15.464	  15.4380	  4.17231	  33.5355
#0000139	2018/04/20 15:00:25	18.39	 1.31518	0.084403	-0.826549	 5.74	16.13	15.420	 4.308	8.138585	8.698472	 0.0000	 1.0891	4835	496	318.385	102.227	15.518	  15.5258	  4.17908	  33.5214
#0000140	2018/04/20 15:30:25	18.39	 1.31610	0.083549	-0.827419	 5.73	16.25	15.396	 4.272	8.123885	8.683581	 0.0000	 1.0890	4835	496	313.383	100.511	15.467	  15.4380	  4.17238	  33.5362
#0000141	2018/04/20 16:00:25	18.38	 1.31639	0.083723	-0.827248	 5.74	16.40	15.388	 4.298	8.127000	8.686651	 0.0000	 1.0895	4835	496	313.236	100.471	15.470	  15.4514	  4.17354	  33.5351
#0000142	2018/04/20 16:30:25	18.38	 1.31482	0.084342	-0.826613	 5.73	16.56	15.430	 4.299	8.137437	8.697248	 0.0000	 1.0914	4835	496	315.891	101.454	15.530	  15.5085	  4.17963	  33.5411
#0000143	2018/04/20 17:00:42	18.37	 1.31303	0.084358	-0.826576	 5.73	16.66	15.478	 4.371	8.137286	8.697328	 0.0000	 1.0888	4835	496	316.759	101.820	15.570	  15.5383	  4.18154	  33.5328
#0000144	2018/04/20 17:31:28	18.37	 1.31157	0.085036	-0.825863	 5.72	16.67	15.517	 4.410	8.148767	8.709311	 0.0000	 1.0883	4835	496	320.651	103.164	15.612	  15.6084	  4.18723	  33.5241
#0000145	2018/04/20 18:02:21	18.37	 1.31132	0.084784	-0.826115	 5.73	16.70	15.524	 4.462	8.144309	8.704829	 0.0000	 1.0872	4835	496	319.515	102.784	15.606	  15.6003	  4.18531	  33.5137
#0000146	2018/04/20 18:35:13	18.37	 1.32061	0.085469	-0.825564	 5.73	16.60	15.276	 4.591	8.158515	8.717408	 0.0000	 1.0896	4835	496	326.125	104.120	15.253	  15.1520	  4.14478	  33.5322
#0000147	2018/04/20 19:00:25	18.37	 1.32844	0.085819	-0.825341	 5.73	15.70	15.067	 4.691	8.166515	8.723792	 0.0000	 1.1009	4835	496	330.732	105.159	15.064	  14.9968	  4.13194	  33.5493
#0000148	2018/04/20 19:30:25	18.36	 1.33254	0.085908	-0.825348	 5.73	15.62	14.958	 4.807	8.169062	8.724970	 0.0000	 1.1054	4835	496	330.421	104.902	14.994	  14.9501	  4.12815	  33.5549
#0000149	2018/04/20 20:00:25	18.36	 1.33319	0.086171	-0.825157	 5.73	15.54	14.941	 4.917	8.173816	8.728504	 0.0000	 1.1071	4835	496	333.865	106.038	15.012	  14.9807	  4.13156	  33.5596
#0000150	2018/04/20 20:30:25	18.36	 1.33384	0.085864	-0.825475	 5.74	15.53	14.924	 4.977	8.168605	8.723165	 0.0000	 1.1100	4835	496	331.497	105.241	14.993	  14.9736	  4.12869	  33.5397
#0000151	2018/04/20 21:00:25	18.36	 1.33079	0.087311	-0.823977	 5.73	15.56	15.005	 5.042	8.193179	8.748386	 0.0000	 1.1069	4835	496	342.071	108.878	15.112	  15.1106	  4.14475	  33.5674
#0000152	2018/04/20 21:30:25	18.35	 1.32909	0.087462	-0.823819	 5.72	15.60	15.050	 5.094	8.195415	8.750614	 0.0000	 1.1055	4835	496	347.219	110.612	15.152	  15.1491	  4.14682	  33.5532
#0000153	2018/04/20 22:00:25	18.35	 1.32264	0.088142	-0.823042	 5.74	15.74	15.221	 5.136	8.205717	8.762134	 0.0000	 1.1026	4835	496	352.413	112.782	15.365	  15.3864	  4.17094	  33.5674
#0000154	2018/04/20 22:30:25	18.35	 1.31738	0.087502	-0.823610	 5.73	15.88	15.362	 5.109	8.193257	8.750509	 0.0000	 1.0961	4835	496	345.888	111.008	15.496	  15.5037	  4.18212	  33.5676
#0000155	2018/04/20 23:00:25	18.34	 1.31634	0.087934	-0.823129	 5.74	15.95	15.389	 5.130	8.200534	8.758582	 0.0000	 1.0948	4835	496	347.613	111.517	15.478	  15.4969	  4.17717	  33.5289
#0000156	2018/04/20 23:30:25	18.34	 1.31806	0.087782	-0.823326	 5.72	16.07	15.343	 5.037	8.198300	8.755695	 0.0000	 1.0912	4835	496	352.125	112.731	15.382	  15.3767	  4.16173	  33.4928
#0000157	2018/04/21 00:00:25	18.34	 1.32438	0.086209	-0.824960	 5.72	15.82	15.175	 4.998	8.172354	8.729162	 0.0000	 1.0990	4835	496	337.044	107.454	15.188	  15.1165	  4.14587	  33.5724
#0000158	2018/04/21 00:30:25	18.34	 1.31610	0.088180	-0.822881	 5.74	16.06	15.396	 4.974	8.204774	8.762845	 0.0000	 1.0953	4835	496	347.246	111.581	15.554	  15.5870	  4.19058	  33.5722
#0000159	2018/04/21 01:00:25	18.33	 1.31395	0.087919	-0.823115	 5.72	16.31	15.453	 4.974	8.199692	8.758056	 0.0000	 1.0904	4835	496	348.684	112.036	15.551	  15.5392	  4.18559	  33.5683
#0000160	2018/04/21 01:30:25	18.33	 1.31252	0.088167	-0.822844	 5.72	16.37	15.491	 4.956	8.203676	8.762336	 0.0000	 1.0888	4835	496	350.580	112.751	15.595	  15.5822	  4.19019	  33.5729
#0000161	2018/04/21 02:00:25	18.33	 1.30901	0.088165	-0.822768	 5.74	16.48	15.585	 4.927	8.202779	8.762520	 0.0000	 1.0880	4835	496	351.134	113.203	15.708	  15.7121	  4.20174	  33.5655
#0000162	2018/04/21 02:30:25	18.33	 1.30810	0.087884	-0.823036	 5.74	16.59	15.610	 4.916	8.197651	8.757545	 0.0000	 1.0847	4835	496	347.493	112.017	15.703	  15.7094	  4.19910	  33.5442
#0000163	2018/04/21 03:00:25	18.32	 1.30507	0.088141	-0.822758	 5.73	16.69	15.691	 4.983	8.201379	8.761431	 0.0000	 1.0832	4835	496	349.576	112.924	15.801	  15.8012	  4.20957	  33.5595
#0000164	2018/04/21 03:30:25	18.32	 1.30982	0.087260	-0.823689	 5.74	16.56	15.564	 5.016	8.187171	8.746702	 0.0000	 1.0829	4835	496	344.549	110.761	15.574	  15.5007	  4.17818	  33.5348
#0000165	2018/04/21 04:03:10	18.32	 1.30132	0.087279	-0.823547	 5.73	16.90	15.792	 5.049	8.185419	8.746444	 0.0000	 1.0832	4835	496	339.044	109.871	15.950	  15.9701	  4.22544	  33.5574
#0000166	2018/04/21 04:34:16	18.31	 1.30762	0.087508	-0.823407	 5.74	16.97	15.623	 5.158	8.190961	8.750929	 0.0000	 1.0792	4835	496	341.622	109.950	15.629	  15.5421	  4.18500	  33.5606
#0000167	2018/04/21 05:00:25	18.32	 1.30710	0.086855	-0.824053	 5.72	16.19	15.637	 5.236	8.179437	8.739475	 0.0000	 1.0862	4835	496	328.090	105.772	15.707	  15.6696	  4.19714	  33.5605
#0000168	2018/04/21 05:30:25	18.31	 1.30792	0.087034	-0.823891	 5.74	16.15	15.615	 5.335	8.182759	8.742573	 0.0000	 1.0883	4835	496	326.434	105.181	15.682	  15.6518	  4.19585	  33.5642
#0000169	2018/04/21 06:00:25	18.31	 1.31089	0.087047	-0.823966	 5.74	16.10	15.535	 5.396	8.183722	8.742209	 0.0000	 1.0905	4835	496	324.346	104.296	15.587	  15.5474	  4.18657	  33.5702
#0000170	2018/04/21 06:30:25	18.31	 1.31724	0.086254	-0.824855	 5.72	15.98	15.365	 5.480	8.171418	8.728724	 0.0000	 1.0935	4835	496	320.068	102.487	15.390	  15.3412	  4.16842	  33.5834
#0000171	2018/04/21 07:00:25	18.31	 1.32121	0.085942	-0.825255	 5.73	15.86	15.260	 5.549	8.166923	8.722996	 0.0000	 1.0988	4835	496	316.004	101.001	15.305	  15.2675	  4.16226	  33.5909
#0000172	2018/04/21 07:30:25	18.30	 1.32330	0.086028	-0.825245	 5.73	15.80	15.204	 5.664	8.168927	8.723839	 0.0000	 1.1004	4835	496	316.869	101.185	15.263	  15.2303	  4.15947	  33.5977
#0000173	2018/04/21 08:00:25	18.30	 1.32860	0.085498	-0.825895	 5.72	15.78	15.063	 5.705	8.160946	8.714148	 0.0000	 1.1037	4835	496	313.884	99.872	15.096	  15.0484	  4.14273	  33.6026
#0000174	2018/04/21 08:30:25	18.30	 1.33119	0.085450	-0.825978	 5.74	15.86	14.994	 5.732	8.160733	8.713520	 0.0000	 1.1037	4835	496	313.115	99.532	15.052	  15.0251	  4.14019	  33.5997
#0000175	2018/04/21 09:00:25	18.29	 1.33171	0.085348	-0.826115	 5.74	15.79	14.981	 5.701	8.159072	8.711283	 0.0000	 1.1055	4835	496	312.022	99.197	15.057	  15.0345	  4.14148	  33.6033
#0000176	2018/04/21 09:30:25	18.29	 1.33567	0.084978	-0.826591	 5.74	16.02	14.876	 5.665	8.153551	8.704202	 0.0000	 1.1054	4835	496	309.695	98.162	14.919	  14.8733	  4.12671	  33.6081
#0000177	2018/04/21 10:01:15	18.29	 1.33884	0.084815	-0.826792	 5.74	16.02	14.792	 5.604	8.151455	8.701677	 0.0000	 1.1110	4835	496	308.625	97.662	14.843	  14.8028	  4.12034	  33.6109
#0000178	2018/04/21 10:36:34	18.28	 1.33474	0.085462	-0.826102	 5.74	16.19	14.900	 5.452	8.161791	8.712474	 0.0000	 1.1106	4835	496	310.885	98.793	15.037	  15.0621	  4.14309	  33.5942
#0000179	2018/04/21 11:00:25	18.29	 1.32803	0.085581	-0.825912	 5.74	15.50	15.078	 5.352	8.162265	8.713672	 0.0000	 1.1100	4835	496	310.627	99.174	15.254	  15.2927	  4.16425	  33.5873
#0000180	2018/04/21 11:30:25	18.28	 1.32794	0.085190	-0.826262	 5.73	15.63	15.080	 5.250	8.155396	8.707520	 0.0000	 1.1057	4835	496	309.608	98.630	15.152	  15.1219	  4.14763	  33.5838
#0000181	2018/04/21 12:00:25	18.28	 1.32720	0.085062	-0.826365	 5.74	15.62	15.100	 5.122	8.152977	8.705493	 0.0000	 1.1061	4835	496	307.338	98.001	15.196	  15.1629	  4.15428	  33.6087
#0000182	2018/04/21 12:30:25	18.28	 1.31679	0.086373	-0.824922	 5.74	15.77	15.377	 5.000	8.173381	8.727411	 0.0000	 1.1021	4835	496	316.828	101.855	15.576	  15.5982	  4.19405	  33.5938
#0000183	2018/04/21 13:00:25	18.27	 1.31184	0.086392	-0.824807	 5.74	15.98	15.509	 4.929	8.172509	8.727847	 0.0000	 1.0947	4835	496	317.937	102.411	15.667	  15.6841	  4.19864	  33.5616
#0000184	2018/04/21 13:30:25	18.27	 1.31121	0.085715	-0.825450	 5.74	16.08	15.527	 4.833	8.160542	8.716403	 0.0000	 1.0910	4835	496	313.891	100.978	15.607	  15.5787	  4.18877	  33.5631
#0000185	2018/04/21 14:00:25	18.27	 1.30915	0.086315	-0.824782	 5.72	16.05	15.582	 4.661	8.170512	8.727422	 0.0000	 1.0933	4835	496	316.795	102.102	15.694	  15.7041	  4.20117	  33.5671
#0000186	2018/04/21 14:30:25	18.27	 1.30812	0.086093	-0.825001	 5.74	16.23	15.609	 4.545	8.166383	8.723266	 0.0000	 1.0891	4835	496	315.863	101.823	15.704	  15.6807	  4.19884	  33.5663
#0000187	2018/04/21 15:00:25	18.26	 1.30904	0.085754	-0.825338	 5.74	16.17	15.585	 4.427	8.160696	8.717675	 0.0000	 1.0918	4835	496	313.068	100.833	15.663	  15.6295	  4.19565	  33.5814
#0000188	2018/04/21 15:30:25	18.26	 1.30867	0.085856	-0.825235	 5.72	16.36	15.595	 4.381	8.162382	8.719360	 0.0000	 1.0875	4835	496	313.491	101.006	15.680	  15.6573	  4.19751	  33.5744
#0000189	2018/04/21 16:00:25	18.26	 1.30763	0.085957	-0.825098	 5.74	16.75	15.622	 4.307	8.163900	8.721414	 0.0000	 1.0839	4835	496	314.676	101.470	15.718	  15.7073	  4.20098	  33.5628
#0000190	2018/04/21 16:33:33	18.25	 1.30648	0.086030	-0.825009	 5.73	17.11	15.653	 4.288	8.164898	8.722606	 0.0000	 1.0810	4835	496	314.881	101.596	15.745	  15.7304	  4.20352	  33.5658
#0000191	2018/04/21 17:03:59	18.25	 1.30569	0.086170	-0.824846	 5.74	16.82	15.674	 4.306	8.167143	8.725185	 0.0000	 1.0849	4835	496	316.055	102.030	15.770	  15.7563	  4.20607	  33.5665
#0000192	2018/04/21 17:34:27	18.25	 1.30382	0.086292	-0.824718	 5.74	16.85	15.724	 4.353	8.168810	8.726820	 0.0000	 1.0846	4835	496	317.694	102.672	15.822	  15.8451	  4.21068	  33.5322
#0000193	2018/04/21 18:04:58	18.25	 1.30023	0.086665	-0.824288	 5.74	16.93	15.821	 4.336	8.174441	8.733171	 0.0000	 1.0809	4835	496	319.985	103.675	15.941	  15.9529	  4.22209	  33.5422
#0000194	2018/04/21 18:30:25	18.25	 1.29835	0.086678	-0.824240	 5.72	16.35	15.872	 4.378	8.174216	8.733406	 0.0000	 1.0835	4835	496	320.845	104.020	15.971	  15.9453	  4.22336	  33.5599
#0000195	2018/04/21 19:00:25	18.25	 1.29710	0.086074	-0.824828	 5.72	16.38	15.905	 4.429	8.163384	8.722760	 0.0000	 1.0830	4835	496	319.297	103.502	15.964	  15.9972	  4.21759	  33.4648
#0000196	2018/04/21 19:30:25	18.25	 1.30292	0.085655	-0.825305	 5.74	16.27	15.749	 4.495	8.157488	8.716308	 0.0000	 1.0855	4835	496	311.047	100.459	15.792	  15.7580	  4.20511	  33.5565
#0000197	2018/04/21 20:00:25	18.24	 1.30355	0.087782	-0.823325	 5.72	16.26	15.732	 4.629	8.194753	8.751048	 0.0000	 1.0894	4835	496	327.926	105.928	15.800	  15.7748	  4.21294	  33.6120
#0000198	2018/04/21 20:30:25	18.24	 1.30742	0.088076	-0.823027	 5.74	16.22	15.628	 4.732	8.200829	8.757491	 0.0000	 1.0876	4835	496	334.264	107.661	15.663	  15.6067	  4.19830	  33.6245
#0000199	2018/04/21 21:00:25	18.24	 1.31286	0.088493	-0.822696	 5.72	16.12	15.482	 4.787	8.209456	8.765027	 0.0000	 1.0901	4835	496	343.965	110.421	15.509	  15.4547	  4.18237	  33.6116
#0000200	2018/04/21 21:30:25	18.23	 1.31550	0.088811	-0.822429	 5.74	16.01	15.412	 4.913	8.215652	8.770531	 0.0000	 1.0954	4835	496	349.211	112.006	15.468	  15.4394	  4.18074	  33.6101
#0000201	2018/04/21 22:00:25	18.23	 1.31547	0.089053	-0.822236	 5.74	16.10	15.412	 5.009	8.219880	8.773900	 0.0000	 1.0942	4835	496	352.148	113.009	15.493	  15.4732	  4.18399	  33.6104
#0000202	2018/04/21 22:30:25	18.23	 1.31516	0.089311	-0.821972	 5.72	16.19	15.421	 5.076	8.224305	8.778403	 0.0000	 1.0930	4835	496	353.477	113.470	15.507	  15.4883	  4.18560	  33.6118
#0000203	2018/04/21 23:00:25	18.23	 1.31497	0.089390	-0.821909	 5.74	16.33	15.426	 5.104	8.225641	8.779457	 0.0000	 1.0928	4835	496	356.136	114.326	15.508	  15.4875	  4.18543	  33.6111
#0000204	2018/04/21 23:30:25	18.22	 1.31651	0.089700	-0.821611	 5.74	16.46	15.385	 5.141	8.231434	8.785156	 0.0000	 1.0922	4835	496	359.827	115.369	15.451	  15.4153	  4.17828	  33.6086
#0000205	2018/04/22 00:00:52	18.22	 1.31770	0.089927	-0.821415	 5.73	16.74	15.353	 5.171	8.235682	8.788958	 0.0000	 1.0928	4835	496	361.702	115.883	15.416	  15.3830	  4.17407	  33.5983
#0000206	2018/04/22 00:32:43	18.22	 1.31877	0.089900	-0.821467	 5.74	16.63	15.324	 5.155	8.235487	8.788402	 0.0000	 1.0968	4835	496	361.835	115.870	15.394	  15.3714	  4.17275	  33.5965
#0000207	2018/04/22 01:04:17	18.21	 1.32054	0.090449	-0.820955	 5.73	16.57	15.277	 5.128	8.245516	8.797915	 0.0000	 1.0962	4835	496	367.504	117.552	15.341	  15.3098	  4.16558	  33.5847
#0000208	2018/04/22 01:32:23	18.21	 1.32199	0.090361	-0.821062	 5.74	16.25	15.239	 5.099	8.244338	8.796519	 0.0000	 1.1024	4835	496	367.562	117.478	15.304	  15.2744	  4.16174	  33.5803
#0000209	2018/04/22 02:00:25	18.21	 1.32264	0.090751	-0.820666	 5.74	15.73	15.221	 5.081	8.251324	8.803653	 0.0000	 1.1028	4835	496	371.423	118.699	15.300	  15.2976	  4.16257	  33.5680
#0000210	2018/04/22 02:30:25	18.21	 1.31891	0.090772	-0.820641	 5.72	15.80	15.321	 5.055	8.250753	8.802884	 0.0000	 1.1025	4835	496	372.725	119.489	15.445	  15.4504	  4.18009	  33.5948
#0000211	2018/04/22 03:00:25	18.21	 1.31709	0.090833	-0.820538	 5.74	15.86	15.369	 5.021	8.251360	8.804088	 0.0000	 1.1007	4835	496	373.439	119.788	15.472	  15.4590	  4.18069	  33.5928
#0000212	2018/04/22 03:30:25	18.21	 1.31884	0.090507	-0.820876	 5.73	15.90	15.323	 5.019	8.246100	8.798752	 0.0000	 1.0984	4835	496	370.292	118.561	15.387	  15.3604	  4.16948	  33.5765
#0000213	2018/04/22 04:00:25	18.20	 1.31830	0.090400	-0.820984	 5.74	15.89	15.337	 5.072	8.244097	8.796686	 0.0000	 1.0997	4835	496	368.072	117.949	15.426	  15.3980	  4.17615	  33.6042
#0000214	2018/04/22 04:30:25	18.20	 1.31614	0.090658	-0.820684	 5.74	16.04	15.395	 5.122	8.248079	8.801216	 0.0000	 1.0971	4835	496	370.350	118.855	15.495	  15.4969	  4.18293	  33.5805
#0000215	2018/04/22 05:00:25	18.20	 1.31614	0.090064	-0.821281	 5.74	16.40	15.395	 5.154	8.237703	8.790797	 0.0000	 1.0931	4835	496	363.968	116.767	15.479	  15.4576	  4.17870	  33.5762
#0000216	2018/04/22 05:30:25	18.20	 1.31606	0.089969	-0.821373	 5.74	16.09	15.397	 5.232	8.236025	8.789165	 0.0000	 1.0988	4835	496	362.186	116.201	15.481	  15.4615	  4.17952	  33.5802
#0000217	2018/04/22 06:02:46	18.19	 1.31640	0.089936	-0.821443	 5.73	16.72	15.388	 5.300	8.235520	8.788046	 0.0000	 1.0922	4835	496	360.022	115.470	15.467	  15.4395	  4.17747	  33.5806
#0000218	2018/04/22 06:31:14	18.19	 1.31690	0.089640	-0.821743	 5.73	16.40	15.374	 5.303	8.230484	8.782969	 0.0000	 1.0965	4835	496	356.290	114.248	15.456	  15.4389	  4.17699	  33.5769
#0000219	2018/04/22 07:00:25	18.19	 1.31749	0.089402	-0.821999	 5.72	15.85	15.359	 5.375	8.226474	8.778690	 0.0000	 1.1008	4835	496	354.253	113.538	15.433	  15.4101	  4.17418	  33.5763
#0000220	2018/04/22 07:30:25	18.19	 1.31801	0.088902	-0.822496	 5.74	15.87	15.345	 5.426	8.217866	8.770177	 0.0000	 1.1013	4835	496	347.832	111.448	15.420	  15.3911	  4.17258	  33.5780
#0000221	2018/04/22 08:00:25	18.19	 1.32050	0.089568	-0.821894	 5.74	15.82	15.278	 5.536	8.230105	8.781497	 0.0000	 1.1019	4835	496	349.620	111.835	15.343	  15.3162	  4.16665	  33.5889
#0000222	2018/04/22 08:30:25	18.18	 1.32327	0.089228	-0.822291	 5.74	15.77	15.205	 5.548	8.224860	8.775462	 0.0000	 1.1035	4835	496	348.022	111.119	15.257	  15.2203	  4.15813	  33.5942
#0000223	2018/04/22 09:00:25	18.18	 1.32657	0.088699	-0.822877	 5.73	15.72	15.117	 5.630	8.216416	8.766272	 0.0000	 1.1059	4835	496	344.132	109.660	15.165	  15.1204	  4.14908	  33.5982
#0000224	2018/04/22 09:30:25	18.18	 1.32992	0.088371	-0.823288	 5.72	15.59	15.028	 5.653	8.211503	8.760167	 0.0000	 1.1100	4835	496	340.918	108.423	15.074	  15.0363	  4.14118	  33.5989
#0000225	2018/04/22 10:00:25	18.18	 1.33281	0.087907	-0.823812	 5.73	15.60	14.951	 5.640	8.204106	8.751917	 0.0000	 1.1106	4835	496	336.421	106.835	15.006	  14.9703	  4.13573	  33.6064
#0000226	2018/04/22 10:30:25	18.17	 1.33805	0.087309	-0.824495	 5.72	15.60	14.812	 5.613	8.194919	8.741630	 0.0000	 1.1123	4835	496	332.584	105.235	14.839	  14.7821	  4.11925	  33.6189
#0000227	2018/04/22 11:00:25	18.17	 1.34008	0.087247	-0.824625	 5.74	15.56	14.759	 5.531	8.194317	8.740000	 0.0000	 1.1137	4835	496	330.946	104.683	14.824	  14.7953	  4.12023	  33.6164
#0000228	2018/04/22 11:30:25	18.17	 1.34156	0.087236	-0.824654	 5.74	15.49	14.720	 5.443	8.194484	8.739973	 0.0000	 1.1186	4835	496	330.562	104.491	14.793	  14.7610	  4.11668	  33.6136
#0000229	2018/04/22 12:00:25	18.16	 1.33633	0.087932	-0.823922	 5.72	15.98	14.858	 5.361	8.205394	8.751122	 0.0000	 1.1119	4835	496	333.295	105.836	15.004	  15.0236	  4.14042	  33.6030
#0000230	2018/04/22 12:32:57	18.16	 1.33496	0.087533	-0.824297	 5.74	16.24	14.894	 5.280	8.198089	8.744129	 0.0000	 1.1097	4835	496	331.420	105.194	14.983	  14.9427	  4.13339	  33.6089
#0000231	2018/04/22 13:03:26	18.16	 1.33545	0.087395	-0.824413	 5.72	16.02	14.881	 5.127	8.195786	8.742251	 0.0000	 1.1134	4835	496	329.389	104.517	14.969	  14.9618	  4.13448	  33.6024
#0000232	2018/04/22 13:36:06	18.16	 1.33324	0.087627	-0.824188	 5.72	16.23	14.940	 5.016	8.199309	8.745478	 0.0000	 1.1095	4835	496	329.371	104.705	15.054	  15.0652	  4.14334	  33.5936
#0000233	2018/04/22 14:00:25	18.16	 1.32894	0.087450	-0.824283	 5.74	15.54	15.054	 4.935	8.195163	8.742452	 0.0000	 1.1131	4835	496	327.017	104.254	15.187	  15.1853	  4.15472	  33.5935
#0000234	2018/04/22 14:30:25	18.16	 1.32583	0.087225	-0.824472	 5.72	15.60	15.136	 4.819	8.190477	8.738160	 0.0000	 1.1097	4835	496	322.942	103.112	15.257	  15.2564	  4.16137	  33.5925
#0000235	2018/04/22 15:00:25	18.16	 1.32349	0.086645	-0.824975	 5.73	15.69	15.199	 4.705	8.179769	8.728621	 0.0000	 1.1060	4835	496	316.704	101.235	15.310	  15.3186	  4.16690	  33.5890
#0000236	2018/04/22 15:30:25	18.15	 1.32050	0.086870	-0.824706	 5.72	15.75	15.278	 4.572	8.182962	8.732369	 0.0000	 1.1062	4835	496	315.826	101.140	15.396	  15.4223	  4.17370	  33.5615
#0000237	2018/04/22 16:00:25	18.15	 1.31741	0.087375	-0.824139	 5.74	15.84	15.361	 4.500	8.191038	8.741290	 0.0000	 1.1018	4835	496	319.997	102.660	15.479	  15.4413	  4.18138	  33.6142
#0000238	2018/04/22 16:30:25	18.15	 1.31479	0.087537	-0.823930	 5.74	15.90	15.431	 4.416	8.193222	8.744099	 0.0000	 1.1030	4835	496	321.726	103.358	15.544	  15.5406	  4.18711	  33.5808
